DATAFLOW,REF_AREA,FREQ,MEASURE,ACTIVITY,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,ADJUSTMENT,CONVERSION_TYPE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,BASE_PER,DECIMALS
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2020,82.0314732863136,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2021,87.013224033275,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2022,92.2213896916721,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2023,97.0466946503153,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2020,22.0936035542905,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2021,25.2723557631384,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2022,30.1915273294599,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2023,32.0648983866501,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2020,71.8865948895789,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2021,76.5988962628411,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDPHRS,_T,XDC_H,V,_Z,_Z,_Z,2022,89.6402005122482,A,0,,2
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,2085822,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,2330329,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,2567513,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,2672659,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,380317.879,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,406232.064,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,448007.445,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,473226.718,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BEL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,463750.9,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,2220527,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,2535818,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,2850940,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,2933810,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CHL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,201257745.107,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),COL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,998471000,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CRI,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,36495246.082,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CRI,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,40326625.936,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,5828318,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,6307755,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,7049872,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),DNK,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,2326592.274,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,27859.289,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,31456.24,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,36442.805,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,38187.777,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,XDC,V,_Z,_Z,_Z,2024,39510.071,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,236387,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,248764,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,266135,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FRA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,2318276.2,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FRA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,2508102.3,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),DEU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,3449620,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,167539.518,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,184574.585,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),HUN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,48807766,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,1414038.921,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,1582323.505,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,1764411.723,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,1878373.075,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,1670011.9,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,1842507.4,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,1998072.6,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,2131390,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2024,2192181.6,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,539646000,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,553068300,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,560506000,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,591912500,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,2058466500,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,2221912900,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,2323781500,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,29224.34,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,32283.779,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,36099.675,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2024,40208.388,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,50264.607,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,56679.662,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,67455.464,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,73792.835,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),MEX,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,24086758.133,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),MEX,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,26690033.392,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,816463,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,891550,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NLD,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,993820,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NZL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,328503,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NZL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,359073,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NZL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,393523,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NZL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,415568,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,3461575,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,4323931,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,5732905,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),NOR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,5101559,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,2362909,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,2661518,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),POL,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,3100850,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,201032.705,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,216493.745,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),PRT,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,243957.084,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVK,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,94320.583,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,46738.699,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,52022.646,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,56908.77,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,63951.239,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),SVN,A,GDP,_T,XDC,V,_Z,_Z,_Z,2024,66968.142,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ESP,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,1129214,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ESP,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,1235474,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CHE,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,696619.959,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CHE,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,745067.035,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GBR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,2103486,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GBR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,2285400,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GBR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,2526428,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,21354105,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,23681171,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,26006893,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),USA,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,27720709,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,121088.413,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,139601.966,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,168360.033,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BGR,A,GDP,_T,XDC,V,_Z,_Z,_Z,2023,185232.505,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),HRV,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,50747.105,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),HRV,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,58346.838,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),HRV,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,67615.065,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2020,1069629.4,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2021,1192284.8,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ROU,A,GDP,_T,XDC,V,_Z,_Z,_Z,2022,1389450,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,1457431.898,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,1669620.081,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,1888029.01,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUS,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2023,1956344.937,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,521841.689,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,563937.452,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,639574.447,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),AUT,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2023,643595.195,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),BEL,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,647547.416,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,1847838.765,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,2179488.964,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,2475480.404,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CAN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2023,2583898.981,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CHL,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,491062.045,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),COL,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,785737.564,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CRI,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,111257.806,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CRI,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,120695.516,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,479686.425,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,502134.223,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),CZE,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,551853.503,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),DNK,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,365525.766,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,54074.453,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,58895.77,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,64477.302,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),EST,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2023,64116.018,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,294705.685,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,314676.634,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FIN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,340851.132,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FRA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,3345026.56,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),FRA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,3562921.495,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),DEU,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,4880368.089,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,315962.938,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),GRC,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,354397.985,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),HUN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,344108.182,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,377409.089,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,432604.98,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,511941.813,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ISR,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2023,525948.219,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,2641203.548,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,2946331.408,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,3319366.579,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),ITA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2023,3415330.821,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,5356710.652,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,5574650.888,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,5930403.849,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),JPN,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2023,6212962.95,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,2481996.469,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,2677430.057,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),KOR,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,2845651.739,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,62223.402,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,69560.373,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LVA,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2022,75101.655,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2020,115963.389,A,6,,0
OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),LTU,A,GDP,_T,USD_PPP,V,_Z,_Z,_Z,2021,128830.337,A,6,,0
